"subj" "activity" "feature" "value"
29 "STANDING" "tBodyAcc-mean-Z" -0.1087
30 "STANDING" "tBodyAcc-mean-Z" -0.1088
1 "WALKING" "tBodyAcc-mean-Z" -0.1111
2 "WALKING" "tBodyAcc-mean-Z" -0.1055
3 "WALKING" "tBodyAcc-mean-Z" -0.1127
4 "WALKING" "tBodyAcc-mean-Z" -0.1114
5 "WALKING" "tBodyAcc-mean-Z" -0.1077
6 "WALKING" "tBodyAcc-mean-Z" -0.1103
7 "WALKING" "tBodyAcc-mean-Z" -0.1109
8 "WALKING" "tBodyAcc-mean-Z" -0.1073
9 "WALKING" "tBodyAcc-mean-Z" -0.1108
10 "WALKING" "tBodyAcc-mean-Z" -0.1091
11 "WALKING" "tBodyAcc-mean-Z" -0.1061
12 "WALKING" "tBodyAcc-mean-Z" -0.1032
13 "WALKING" "tBodyAcc-mean-Z" -0.1114
14 "WALKING" "tBodyAcc-mean-Z" -0.1068
15 "WALKING" "tBodyAcc-mean-Z" -0.1076
16 "WALKING" "tBodyAcc-mean-Z" -0.1088
17 "WALKING" "tBodyAcc-mean-Z" -0.1098
18 "WALKING" "tBodyAcc-mean-Z" -0.1042
19 "WALKING" "tBodyAcc-mean-Z" -0.1227
20 "WALKING" "tBodyAcc-mean-Z" -0.1135
21 "WALKING" "tBodyAcc-mean-Z" -0.1043
22 "WALKING" "tBodyAcc-mean-Z" -0.1071
23 "WALKING" "tBodyAcc-mean-Z" -0.1134
24 "WALKING" "tBodyAcc-mean-Z" -0.1106
25 "WALKING" "tBodyAcc-mean-Z" -0.1087
26 "WALKING" "tBodyAcc-mean-Z" -0.1089
27 "WALKING" "tBodyAcc-mean-Z" -0.1128
28 "WALKING" "tBodyAcc-mean-Z" -0.1037
29 "WALKING" "tBodyAcc-mean-Z" -0.1066
30 "WALKING" "tBodyAcc-mean-Z" -0.0986
1 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1076
2 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1168
3 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1161
4 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1068
5 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1003
6 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1072
7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0969
8 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1076
9 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.091
10 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1108
11 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1111
12 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1096
13 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.102
14 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0928
15 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1105
16 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1199
17 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0892
18 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1034
19 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1337
20 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1046
21 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0982
22 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1074
23 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0988
24 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1048
25 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1072
26 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1064
27 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1128
28 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1086
29 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.0981
30 "WALKING_DOWNSTAIRS" "tBodyAcc-mean-Z" -0.1
1 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.0973
2 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1525
3 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1101
4 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1142
5 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1075
6 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1221
7 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1438
8 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1151
9 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1252
10 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1182
11 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1068
12 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1073
13 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1258
14 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1123
15 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.117
16 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1241
17 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1213
18 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1127
19 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1511
20 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.121
21 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1254
22 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1176
23 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1269
24 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1142
25 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1262
26 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1219
27 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1235
28 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1215
29 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.118
30 "WALKING_UPSTAIRS" "tBodyAcc-mean-Z" -0.1247
1 "LAYING" "tBodyAcc-std-X" -0.9281
2 "LAYING" "tBodyAcc-std-X" -0.9741
3 "LAYING" "tBodyAcc-std-X" -0.9828
4 "LAYING" "tBodyAcc-std-X" -0.9542
5 "LAYING" "tBodyAcc-std-X" -0.9659
6 "LAYING" "tBodyAcc-std-X" -0.934
7 "LAYING" "tBodyAcc-std-X" -0.9365
8 "LAYING" "tBodyAcc-std-X" -0.943
9 "LAYING" "tBodyAcc-std-X" -0.9423
10 "LAYING" "tBodyAcc-std-X" -0.9683
11 "LAYING" "tBodyAcc-std-X" -0.9848
12 "LAYING" "tBodyAcc-std-X" -0.9553
13 "LAYING" "tBodyAcc-std-X" -0.9689
14 "LAYING" "tBodyAcc-std-X" -0.9175
15 "LAYING" "tBodyAcc-std-X" -0.9723
16 "LAYING" "tBodyAcc-std-X" -0.9737
17 "LAYING" "tBodyAcc-std-X" -0.973
18 "LAYING" "tBodyAcc-std-X" -0.9845
19 "LAYING" "tBodyAcc-std-X" -0.965
20 "LAYING" "tBodyAcc-std-X" -0.9622
21 "LAYING" "tBodyAcc-std-X" -0.955
22 "LAYING" "tBodyAcc-std-X" -0.9477
23 "LAYING" "tBodyAcc-std-X" -0.9568
24 "LAYING" "tBodyAcc-std-X" -0.968
25 "LAYING" "tBodyAcc-std-X" -0.9091
26 "LAYING" "tBodyAcc-std-X" -0.9694
27 "LAYING" "tBodyAcc-std-X" -0.9785
28 "LAYING" "tBodyAcc-std-X" -0.9689
29 "LAYING" "tBodyAcc-std-X" -0.9842
30 "LAYING" "tBodyAcc-std-X" -0.9764
1 "SITTING" "tBodyAcc-std-X" -0.9772
2 "SITTING" "tBodyAcc-std-X" -0.9868
3 "SITTING" "tBodyAcc-std-X" -0.971
4 "SITTING" "tBodyAcc-std-X" -0.9803
5 "SITTING" "tBodyAcc-std-X" -0.9809
6 "SITTING" "tBodyAcc-std-X" -0.9802
7 "SITTING" "tBodyAcc-std-X" -0.9727
8 "SITTING" "tBodyAcc-std-X" -0.979
9 "SITTING" "tBodyAcc-std-X" -0.9572
10 "SITTING" "tBodyAcc-std-X" -0.9829
11 "SITTING" "tBodyAcc-std-X" -0.9828
12 "SITTING" "tBodyAcc-std-X" -0.9826
13 "SITTING" "tBodyAcc-std-X" -0.9895
14 "SITTING" "tBodyAcc-std-X" -0.9763
15 "SITTING" "tBodyAcc-std-X" -0.9871
16 "SITTING" "tBodyAcc-std-X" -0.9868
17 "SITTING" "tBodyAcc-std-X" -0.9944
18 "SITTING" "tBodyAcc-std-X" -0.9943
19 "SITTING" "tBodyAcc-std-X" -0.9764
20 "SITTING" "tBodyAcc-std-X" -0.9831
21 "SITTING" "tBodyAcc-std-X" -0.9918
22 "SITTING" "tBodyAcc-std-X" -0.9785
23 "SITTING" "tBodyAcc-std-X" -0.9876
24 "SITTING" "tBodyAcc-std-X" -0.9906
25 "SITTING" "tBodyAcc-std-X" -0.9919
26 "SITTING" "tBodyAcc-std-X" -0.9798
27 "SITTING" "tBodyAcc-std-X" -0.9886
28 "SITTING" "tBodyAcc-std-X" -0.9833
29 "SITTING" "tBodyAcc-std-X" -0.9907
30 "SITTING" "tBodyAcc-std-X" -0.9836
1 "STANDING" "tBodyAcc-std-X" -0.9958
2 "STANDING" "tBodyAcc-std-X" -0.9873
3 "STANDING" "tBodyAcc-std-X" -0.9667
4 "STANDING" "tBodyAcc-std-X" -0.9769
5 "STANDING" "tBodyAcc-std-X" -0.9686
6 "STANDING" "tBodyAcc-std-X" -0.9818
7 "STANDING" "tBodyAcc-std-X" -0.9793
8 "STANDING" "tBodyAcc-std-X" -0.9888
9 "STANDING" "tBodyAcc-std-X" -0.9757
10 "STANDING" "tBodyAcc-std-X" -0.9784
11 "STANDING" "tBodyAcc-std-X" -0.995
12 "STANDING" "tBodyAcc-std-X" -0.9812
13 "STANDING" "tBodyAcc-std-X" -0.991
14 "STANDING" "tBodyAcc-std-X" -0.9733
15 "STANDING" "tBodyAcc-std-X" -0.9889
16 "STANDING" "tBodyAcc-std-X" -0.9891
17 "STANDING" "tBodyAcc-std-X" -0.9912
18 "STANDING" "tBodyAcc-std-X" -0.992
19 "STANDING" "tBodyAcc-std-X" -0.9899
20 "STANDING" "tBodyAcc-std-X" -0.9672
21 "STANDING" "tBodyAcc-std-X" -0.9814
22 "STANDING" "tBodyAcc-std-X" -0.985
23 "STANDING" "tBodyAcc-std-X" -0.9854
24 "STANDING" "tBodyAcc-std-X" -0.9873
25 "STANDING" "tBodyAcc-std-X" -0.992
26 "STANDING" "tBodyAcc-std-X" -0.9931
27 "STANDING" "tBodyAcc-std-X" -0.992
28 "STANDING" "tBodyAcc-std-X" -0.9777
29 "STANDING" "tBodyAcc-std-X" -0.9961
30 "STANDING" "tBodyAcc-std-X" -0.9776
1 "WALKING" "tBodyAcc-std-X" -0.2837
2 "WALKING" "tBodyAcc-std-X" -0.4236
3 "WALKING" "tBodyAcc-std-X" -0.3604
4 "WALKING" "tBodyAcc-std-X" -0.4408
5 "WALKING" "tBodyAcc-std-X" -0.2941
6 "WALKING" "tBodyAcc-std-X" -0.2965
7 "WALKING" "tBodyAcc-std-X" -0.3272
8 "WALKING" "tBodyAcc-std-X" -0.1736
9 "WALKING" "tBodyAcc-std-X" -0.2384
10 "WALKING" "tBodyAcc-std-X" -0.1787
11 "WALKING" "tBodyAcc-std-X" -0.4228
12 "WALKING" "tBodyAcc-std-X" -0.1289
13 "WALKING" "tBodyAcc-std-X" -0.347
14 "WALKING" "tBodyAcc-std-X" -0.4026
15 "WALKING" "tBodyAcc-std-X" -0.328
16 "WALKING" "tBodyAcc-std-X" -0.4047
17 "WALKING" "tBodyAcc-std-X" -0.3195
18 "WALKING" "tBodyAcc-std-X" -0.376
19 "WALKING" "tBodyAcc-std-X" -0.0489
20 "WALKING" "tBodyAcc-std-X" -0.2083
21 "WALKING" "tBodyAcc-std-X" -0.2978
22 "WALKING" "tBodyAcc-std-X" -0.0087
23 "WALKING" "tBodyAcc-std-X" -0.3135
24 "WALKING" "tBodyAcc-std-X" -0.4708
25 "WALKING" "tBodyAcc-std-X" -0.596
26 "WALKING" "tBodyAcc-std-X" -0.3402
27 "WALKING" "tBodyAcc-std-X" -0.3485
28 "WALKING" "tBodyAcc-std-X" -0.293
29 "WALKING" "tBodyAcc-std-X" -0.1743
30 "WALKING" "tBodyAcc-std-X" -0.3464
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.03
2 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0464
3 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.0574
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0112
5 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.275
6 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.3837
7 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0661
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0241
9 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.2134
10 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.2957
11 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.1425
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0424
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.0682
14 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0178
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.4065
16 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.2073
17 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.1877
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.3026
19 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.6269
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0745
21 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.2243
22 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.3486
23 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.0441
24 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.0827
25 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.2538
26 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.174
27 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.1674
28 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.1257
29 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" 0.1674
30 "WALKING_DOWNSTAIRS" "tBodyAcc-std-X" -0.0578
1 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3547
2 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3044
3 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3131
4 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2049
5 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.0457
6 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.0501
7 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2949
8 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.1717
9 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3614
10 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.1616
11 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2388
12 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2901
13 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2963
14 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3094
15 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.0261
16 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3971
17 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.063
18 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3802
19 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.1287
20 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.1161
21 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2408
22 "WALKING_UPSTAIRS" "tBodyAcc-std-X" 0.0836
23 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2439
24 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3444
25 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.4598
26 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.169
27 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2954
28 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.2421
29 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.0868
30 "WALKING_UPSTAIRS" "tBodyAcc-std-X" -0.3505
1 "LAYING" "tBodyAcc-std-Y" -0.8368
2 "LAYING" "tBodyAcc-std-Y" -0.9803
3 "LAYING" "tBodyAcc-std-Y" -0.9621
4 "LAYING" "tBodyAcc-std-Y" -0.9417
5 "LAYING" "tBodyAcc-std-Y" -0.9693
6 "LAYING" "tBodyAcc-std-Y" -0.9246
7 "LAYING" "tBodyAcc-std-Y" -0.9263
8 "LAYING" "tBodyAcc-std-Y" -0.9349
9 "LAYING" "tBodyAcc-std-Y" -0.9163
10 "LAYING" "tBodyAcc-std-Y" -0.9465
11 "LAYING" "tBodyAcc-std-Y" -0.9722
12 "LAYING" "tBodyAcc-std-Y" -0.9491
13 "LAYING" "tBodyAcc-std-Y" -0.9509
14 "LAYING" "tBodyAcc-std-Y" -0.9097
15 "LAYING" "tBodyAcc-std-Y" -0.9628
16 "LAYING" "tBodyAcc-std-Y" -0.9431
17 "LAYING" "tBodyAcc-std-Y" -0.9448
18 "LAYING" "tBodyAcc-std-Y" -0.9862
19 "LAYING" "tBodyAcc-std-Y" -0.9734
20 "LAYING" "tBodyAcc-std-Y" -0.9641
21 "LAYING" "tBodyAcc-std-Y" -0.957
22 "LAYING" "tBodyAcc-std-Y" -0.9133
23 "LAYING" "tBodyAcc-std-Y" -0.9763
24 "LAYING" "tBodyAcc-std-Y" -0.9831
25 "LAYING" "tBodyAcc-std-Y" -0.6918
26 "LAYING" "tBodyAcc-std-Y" -0.9832
27 "LAYING" "tBodyAcc-std-Y" -0.9837
28 "LAYING" "tBodyAcc-std-Y" -0.9454
29 "LAYING" "tBodyAcc-std-Y" -0.9902
30 "LAYING" "tBodyAcc-std-Y" -0.9542
1 "SITTING" "tBodyAcc-std-Y" -0.9226
2 "SITTING" "tBodyAcc-std-Y" -0.9507
3 "SITTING" "tBodyAcc-std-Y" -0.8566
4 "SITTING" "tBodyAcc-std-Y" -0.8902
5 "SITTING" "tBodyAcc-std-Y" -0.9043
6 "SITTING" "tBodyAcc-std-Y" -0.9237
7 "SITTING" "tBodyAcc-std-Y" -0.9095
8 "SITTING" "tBodyAcc-std-Y" -0.9273
9 "SITTING" "tBodyAcc-std-Y" -0.8751
10 "SITTING" "tBodyAcc-std-Y" -0.918
11 "SITTING" "tBodyAcc-std-Y" -0.9214
12 "SITTING" "tBodyAcc-std-Y" -0.9286
13 "SITTING" "tBodyAcc-std-Y" -0.939
14 "SITTING" "tBodyAcc-std-Y" -0.9149
15 "SITTING" "tBodyAcc-std-Y" -0.9224
16 "SITTING" "tBodyAcc-std-Y" -0.9516
17 "SITTING" "tBodyAcc-std-Y" -0.9619
18 "SITTING" "tBodyAcc-std-Y" -0.9749
19 "SITTING" "tBodyAcc-std-Y" -0.9504
20 "SITTING" "tBodyAcc-std-Y" -0.9361
21 "SITTING" "tBodyAcc-std-Y" -0.9669
22 "SITTING" "tBodyAcc-std-Y" -0.9281
23 "SITTING" "tBodyAcc-std-Y" -0.9349
24 "SITTING" "tBodyAcc-std-Y" -0.9563
25 "SITTING" "tBodyAcc-std-Y" -0.9475
26 "SITTING" "tBodyAcc-std-Y" -0.9408
27 "SITTING" "tBodyAcc-std-Y" -0.9716
28 "SITTING" "tBodyAcc-std-Y" -0.9399
29 "SITTING" "tBodyAcc-std-Y" -0.9632
30 "SITTING" "tBodyAcc-std-Y" -0.9379
1 "STANDING" "tBodyAcc-std-Y" -0.9732
2 "STANDING" "tBodyAcc-std-Y" -0.9573
3 "STANDING" "tBodyAcc-std-Y" -0.8934
4 "STANDING" "tBodyAcc-std-Y" -0.8616
5 "STANDING" "tBodyAcc-std-Y" -0.8694
6 "STANDING" "tBodyAcc-std-Y" -0.9215
7 "STANDING" "tBodyAcc-std-Y" -0.9234
8 "STANDING" "tBodyAcc-std-Y" -0.9385
9 "STANDING" "tBodyAcc-std-Y" -0.9386
10 "STANDING" "tBodyAcc-std-Y" -0.9196
11 "STANDING" "tBodyAcc-std-Y" -0.9642
12 "STANDING" "tBodyAcc-std-Y" -0.9231
13 "STANDING" "tBodyAcc-std-Y" -0.9494
14 "STANDING" "tBodyAcc-std-Y" -0.9285
15 "STANDING" "tBodyAcc-std-Y" -0.9319
16 "STANDING" "tBodyAcc-std-Y" -0.9603
17 "STANDING" "tBodyAcc-std-Y" -0.9682
18 "STANDING" "tBodyAcc-std-Y" -0.9542
19 "STANDING" "tBodyAcc-std-Y" -0.9444
20 "STANDING" "tBodyAcc-std-Y" -0.8754
21 "STANDING" "tBodyAcc-std-Y" -0.9436
22 "STANDING" "tBodyAcc-std-Y" -0.9227
23 "STANDING" "tBodyAcc-std-Y" -0.9584
24 "STANDING" "tBodyAcc-std-Y" -0.9369
25 "STANDING" "tBodyAcc-std-Y" -0.9546
26 "STANDING" "tBodyAcc-std-Y" -0.9495
27 "STANDING" "tBodyAcc-std-Y" -0.9552
28 "STANDING" "tBodyAcc-std-Y" -0.8757
29 "STANDING" "tBodyAcc-std-Y" -0.9693
30 "STANDING" "tBodyAcc-std-Y" -0.8917
1 "WALKING" "tBodyAcc-std-Y" 0.1145
2 "WALKING" "tBodyAcc-std-Y" -0.0781
3 "WALKING" "tBodyAcc-std-Y" -0.0699
4 "WALKING" "tBodyAcc-std-Y" -0.0788
5 "WALKING" "tBodyAcc-std-Y" 0.0767
6 "WALKING" "tBodyAcc-std-Y" 0.1642
7 "WALKING" "tBodyAcc-std-Y" -0.0773
8 "WALKING" "tBodyAcc-std-Y" 0.3808
9 "WALKING" "tBodyAcc-std-Y" -0.2017
10 "WALKING" "tBodyAcc-std-Y" -0.0227
11 "WALKING" "tBodyAcc-std-Y" -0.0522
12 "WALKING" "tBodyAcc-std-Y" -0.1228
13 "WALKING" "tBodyAcc-std-Y" 0.1419
14 "WALKING" "tBodyAcc-std-Y" -0.0536
15 "WALKING" "tBodyAcc-std-Y" 0.1389
16 "WALKING" "tBodyAcc-std-Y" -0.3146
17 "WALKING" "tBodyAcc-std-Y" -0.0176
18 "WALKING" "tBodyAcc-std-Y" -0.227
19 "WALKING" "tBodyAcc-std-Y" 0.1818
20 "WALKING" "tBodyAcc-std-Y" 0.4898
21 "WALKING" "tBodyAcc-std-Y" 0.0541
22 "WALKING" "tBodyAcc-std-Y" 0.1004
23 "WALKING" "tBodyAcc-std-Y" -0.119
24 "WALKING" "tBodyAcc-std-Y" -0.1541
25 "WALKING" "tBodyAcc-std-Y" -0.1619
26 "WALKING" "tBodyAcc-std-Y" -0.1364
27 "WALKING" "tBodyAcc-std-Y" -0.1873
28 "WALKING" "tBodyAcc-std-Y" -0.1179
29 "WALKING" "tBodyAcc-std-Y" -0.0918
30 "WALKING" "tBodyAcc-std-Y" -0.1736
1 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0319
2 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.2629
3 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0332
4 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.2186
5 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.0908
6 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.3602
7 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.1382
8 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.3438
9 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.2083
10 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.0041
11 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.0708
12 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.1108
13 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0321
14 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.3789
15 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.1865
16 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.147
17 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0608
18 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.2542
19 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.5148
20 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.6169
21 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.3013
22 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.2398
23 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.1083
24 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.1026
25 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.1405
26 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0116
27 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.098
28 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" 0.1565
29 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.1225
30 "WALKING_DOWNSTAIRS" "tBodyAcc-std-Y" -0.0273
1 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.0023
2 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.108
3 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.0116
4 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.0667
5 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.185
6 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.1893
7 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.3262
8 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.3488
9 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.3022
10 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.0056
11 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.1032
12 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.1038
13 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.1045
14 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.3072
15 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.0041
16 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.1637
17 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.0132
18 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" -0.2112
19 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.1763
20 "WALKING_UPSTAIRS" "tBodyAcc-std-Y" 0.1522
